,E,M,N,spike,nsp1,nsp10,nsp11,nsp12,nsp13,nsp14,nsp15,nsp2,nsp4,nsp5,nsp5_C145A,nsp6,nsp7,nsp8,nsp9,orf10,orf3a,orf3b,orf6,orf7a,orf8,orf9b,orf9c,SARS,IBV,MERS,CoV-229E,CoV-NL63,MHV
2-(4-CARCOXY-5-ISOPROPYLTHIAZOLYL)BENZOPIPERIDINE,0.128892154,-0.366488785,0.07403139,-0.065674871,0.29812187,-0.154321581,0.073655598,0.500326872,0.548177898,-0.219753683,0.258477002,-0.063526839,-0.270580977,-0.033666082,0.049968429,-0.180146709,0.267424315,0.325355887,0.459740639,-0.011684784,-0.02766332,0.133205071,0.163897768,-0.238173157,0.108780108,0.828973234,-0.161331818,-0.189156309,0.128629327,-0.020381518,0.116859138,0.285948932,-0.324407101
"(5E,7S)-2-amino-7-(4-fluoro-2-pyridin-3-ylphenyl)-4-methyl-7,8-dihydroquinazolin-5(6H)-one oxime",-0.094592325,-0.229589611,-0.307324797,-0.081275709,-0.12616986,-0.119359218,0.258520186,0.084441468,0.851331592,-0.214406088,-0.11372605,-0.13613154,0.0285281,-0.405795515,-0.104998328,-0.473063976,0.06491743,0.229441032,0.175423518,-0.258103877,-0.103857175,-0.172670871,0.056513157,-0.16002208,-0.250743359,0.043928292,-0.188280955,-0.189559534,0.285334557,0.659442961,0.077781804,-0.099288963,0.11722564
"7,10,13-Tri(Carboxymethyl)-5,15-Dioxo-4,7,10,13,16-Pentaaza-1,19-Dithianonadecane",-2.281877995,-0.930107415,-1.761269093,-2.564599514,-2.97076416,-0.880568147,-2.186972141,-2.739283323,-0.853820622,-1.864443183,-3.546255827,-1.876784086,-0.844555378,-1.815797806,-2.344513655,-1.593117833,-2.272219658,-2.774947643,-2.361028194,-2.958974361,-1.346928716,-2.13380599,-2.101039886,-0.272720814,-2.179223061,-3.498320103,-1.534528613,-0.189615414,-0.938474357,-0.655877531,-2.435790777,-2.100592613,0.358872414
"4,5-Dehydro-L-Iduronic Acid",0.1185195,0.109187268,-0.431895316,0.224062428,-0.099158488,0.207929596,0.07041467,-0.063495353,-0.18661496,0.201280698,0.515821576,-0.22639966,0.145697296,-0.199512839,0.232363626,-0.62424916,0.716910958,0.639635563,0.672696888,0.498645037,0.524862885,0.535886109,0.512479186,-0.076746352,-0.204751402,-0.092782713,0.018947691,-0.190669492,0.109771177,-0.165963933,0.151821524,0.300269574,-0.018204352
13-Acetylphorbol,-0.158383891,0.032453999,0.044867188,-0.029265137,0.029890377,0.062493522,0.405172855,0.132885173,0.862115681,-0.325845987,-0.027462913,-0.150536656,0.256904334,-0.149421841,0.090450875,-0.183830425,0.104952425,-0.087124817,0.440431327,-0.368446738,0.047699507,-0.016901312,0.438508183,0.1113322,-0.094327979,0.317642987,-0.037684422,-0.190695882,0.216579348,0.004902802,0.218365088,0.141783789,0.211700246
5-Thio-a/B-D-Mannopyranosylamine,0.640833437,0.107580751,0.699227631,-0.116176918,0.269144773,0.069848716,0.014172469,0.883565664,0.594530404,-0.292105108,0.084351458,0.291943103,0.247228146,0.156496465,0.43131882,0.084148727,0.334379643,0.355068982,0.172366738,0.148311168,0.382184684,0.109128103,0.07331115,0.164521456,-0.160075843,0.534003496,-0.033837102,-0.190703541,0.372224092,-0.063777901,0.081364416,0.119162977,0.017667716
AM103,0.246220767,-0.254173517,0.263196677,0.61053735,0.24482204,0.18066524,0.573285282,0.666714728,0.702956498,0.280046314,0.488844693,0.16749303,-0.085568152,0.341858894,0.420181155,-0.13121888,0.241464779,1.142032027,0.38333869,0.326759696,0.122111283,0.47095108,0.422639072,0.031022308,0.439737558,0.992170215,0.042993184,-0.190991744,0.404140234,0.419108301,0.518154502,0.507270157,-0.270876199
"2'-HYDROXY-1,1'-BIPHENYL-2-SULFINIC ACID",0.757217526,0.146445081,0.26555711,0.440279633,0.318037003,0.465344936,0.335543662,0.718035102,0.486639529,-0.020101789,0.141882718,0.211057782,0.126751229,0.531593323,0.512037039,0.363993496,0.203780144,0.125029609,0.623214185,0.220259607,0.279732317,0.21522592,0.436082989,0.540925205,-0.080576204,0.237569049,0.103481106,-0.191423789,0.296597272,-0.203252867,0.61730206,0.311421245,0.147936195
m-Hydroxyhippuric acid,-0.435228229,-0.454791278,-0.1671388,0.330372751,-0.213717818,0.122123286,0.675361097,-0.094648771,-0.228885278,0.135380268,-0.118455477,-0.345680922,-0.15405792,-0.233551174,-0.165641725,-0.318833381,-0.412102312,0.623393714,-0.294923842,-0.056192093,-0.317492038,-0.370867223,-0.271113783,-0.115162976,-0.307624787,0.502700508,-0.378330171,-0.191565692,0.171107754,0.467478544,0.054092485,-0.286433846,0.046638887
OPC-28326,-0.05669767,-0.143031284,-0.156217277,0.315518498,0.404464245,-0.134413138,0.414434999,-0.050301731,0.252313465,-0.202174798,0.426574767,-0.138465941,0.147256166,-0.095435441,0.319753677,-0.118719034,0.433443755,0.12865074,0.564196944,0.105907388,-0.166115642,0.043672781,0.497158945,-0.245320141,0.140869662,0.563825071,0.019958533,-0.1918464,0.04904075,-0.006194571,0.504329681,0.454281956,-0.113875784
3-Amino-6-Hydroxy-Tyrosine,-0.674246669,-0.922857404,-0.14344655,-0.223233253,-0.162715524,-1.244821787,-0.297481924,0.135679215,1.741260409,-0.551559567,-0.433971405,-0.010595368,-0.548209488,-0.231332675,-0.113092408,0.406742692,-1.349793792,-0.327322751,-0.47279489,-0.316911936,-0.726731837,-0.505409181,-0.432778597,0.361186028,-0.074928895,0.319770873,-0.448740095,-0.192217365,-0.554825544,-0.347632319,-0.420749515,-0.326087892,-0.280021131
Naxifylline,-0.131226182,0.03060133,-0.163545191,0.549526632,-0.028178427,0.066442221,0.434201539,0.341011733,0.95296675,0.200469434,0.135973468,-0.0046086,-0.098477863,0.434185386,0.220058158,0.059733171,-0.033097684,0.250741929,0.307943791,-0.091158383,0.105513662,0.5392856,0.468878686,0.195277423,0.319030344,-0.081353858,0.305865169,-0.192520395,-0.217430905,-0.061740208,0.187657833,0.351824552,-0.088980034
Uracil mustard,-0.270165473,0.100114457,-0.078100361,-0.258350968,-0.189174995,-0.215354174,0.05585324,-0.339940369,0.288795173,0.300305873,0.003900841,-0.12472035,-0.10501758,-0.087600239,-0.377482474,-0.06200926,-0.62646389,-0.478806138,0.257266879,0.343286037,0.283051014,0.155403227,-0.06331566,0.67687726,-0.203592867,0.211443245,-0.251705348,-0.192915797,-0.282313228,-0.229860008,-0.554784834,-0.404127657,0.479987383
Beta-D-Glucopyranose Spirohydantoin,0.05871148,-0.306966871,0.16261138,-0.418429106,0.046113506,-0.11667081,-0.130376875,0.083997115,-0.284044147,-0.599194467,-0.398198009,-0.111556388,-0.042519059,-0.548466146,-0.177613318,-0.264448196,0.001209098,-0.195554107,-0.398796856,-0.360128671,-0.348819286,-0.740310073,-0.454316974,-0.681462944,-0.499108613,0.068563752,-0.366309702,-0.193269983,0.267045528,0.219573379,0.081537202,-0.434264332,-0.240386695
Flavin-adenine dinucleotide-N5-isobutyl ketone,0.341493905,0.039321356,0.474464297,0.480935633,0.407341272,0.285823822,0.679510474,0.463603556,0.745423675,0.27292791,0.517737031,0.315375179,0.217362091,0.268035144,0.293615013,0.284593195,0.203705981,0.530364156,0.531384528,0.409598619,0.103537969,0.251067728,0.518383205,0.238765895,0.274796128,0.831444025,0.037408926,-0.193316415,0.363117933,0.434136212,0.652546048,0.193518862,0.009567171
Lutetium Lu 177 dotatate,0.26605618,0.771605492,0.105143085,0.34762156,-0.697948992,0.559641242,0.751011431,-0.748080492,0.028572023,-0.023562418,-0.514140904,-0.131445229,0.893344641,-0.386135846,0.331950903,-0.791857779,0.586940825,0.200272784,0.361639053,0.322498977,0.610329866,-0.062163543,0.333562851,0.42225197,-0.580013096,-1.325844049,0.126782,-0.193444297,1.145627737,1.49803865,0.728069007,0.217526481,1.294029236
O6-CYCLOHEXYLMETHOXY-2-(4'-SULPHAMOYLANILINO) PURINE,-0.141486019,-0.167880177,-0.13788943,-0.51879257,0.024255667,-0.321932256,-0.193134084,-0.198903665,0.456168801,-0.389772356,-0.110184938,-0.260352433,-0.177757531,-0.325945616,-0.488497555,-0.144118533,-0.128671825,-0.391174138,0.202071235,-0.439582825,-0.368940383,-0.274815321,-0.002033684,0.075738557,-0.078374565,0.207136303,-0.330058247,-0.193449512,0.043248538,-0.026403727,-0.14684464,-0.186459631,-0.106672548
3-[5-(3-nitrophenyl)thiophen-2-yl]propanoic acid,0.218995675,-0.204319909,0.459949911,0.365581036,0.37579608,0.161728606,0.514849246,0.453463703,0.099212229,0.264873385,0.545308113,0.268573552,0.022683108,-0.087127745,0.235801309,-0.148273081,0.369268686,0.696635664,0.301550359,0.585410297,0.057784449,0.111899413,0.198384315,-0.450008005,0.141280875,1.124009013,-0.081629954,-0.193534553,0.496265024,0.534101784,0.513271987,0.060326744,-0.174561754
NU1025,0.013586816,-0.177095026,-0.076570541,-0.328772545,0.129007414,-0.143798366,-0.003085311,-0.022110993,0.273482025,-0.213029191,0.050545774,-0.106681444,-0.091397144,-0.300018936,-0.284265459,-0.062138516,-0.09150365,-0.242036387,0.260916084,-0.109853961,-0.187828407,-0.264358789,0.01224867,-0.052241329,-0.275054365,0.476360679,-0.378757566,-0.19362253,0.0931907,0.059577674,0.033851363,-0.205239668,-0.002724038
AZD-7325,-0.154104576,0.067246303,-0.267567366,0.181131139,0.25418061,-0.157496795,0.333950609,0.414587587,1.243824959,-0.119914807,-0.145820186,0.217797861,0.207042202,0.200658113,0.307946444,0.555485368,-0.421057791,-0.574016929,0.266975373,-0.215030432,0.238896251,0.099251159,0.394373357,0.511921525,-0.037825093,-0.310819149,0.292148888,-0.193797827,-0.669863224,-0.275461435,-0.098855592,0.086964346,0.203938529
"3-(4-carbamoyl-1-carboxy-2-methylsulfonyl-buta-1,3-dienylamino)-indolizine-2-carboxylic acid",-0.037423324,-0.442007393,0.380586147,-0.956159413,-0.34948355,0.09887594,-1.011022925,0.004416636,-1.987261653,-0.013458092,-0.476920605,0.0938894,-0.595549107,-0.565978706,-1.279483676,-0.121461093,-0.69036305,-0.49353987,-1.388539791,-0.368482322,-0.067830898,-0.831306219,-1.165458918,-1.400091648,-0.822698951,-0.765510261,-0.646768868,-0.193975732,-0.113365725,0.224305913,-0.720123887,-1.463498831,-1.143882036
(3R)-3-ethyl-N-[(4-methylphenyl)sulfonyl]-L-aspartic acid,-0.310824394,-0.258692682,-0.47804901,-0.322979599,-0.266063958,-0.223189905,-0.231411517,-0.352206737,0.129635647,-0.327284276,-0.47950995,-0.301700681,-0.209841073,-0.136752799,-0.411743134,-0.211603269,-0.246565551,-0.552631557,-0.09170115,-0.604080915,-0.342693686,-0.152849823,-0.149267763,-0.078739382,-0.144943506,-0.508171082,-0.1952544,-0.19406274,-0.251759976,0.095792636,-0.226948753,-0.106222749,-0.0830459
4-PHOSPHONOOXY-PHENYL-METHYL-[4-PHOSPHONOOXY]BENZEN,0.455099642,0.285179228,0.430687994,-0.091025077,0.214138642,0.158838838,0.098280914,0.578235686,0.416561067,0.106164411,0.567853808,0.174427286,0.166185305,0.218131691,0.124563798,-0.107780106,0.62386775,0.571424425,0.471986204,0.163349822,0.415318131,0.572268546,0.35658887,0.129401326,0.173094004,0.581526935,0.104129843,-0.194283321,0.313906997,-0.12093398,0.046300888,0.216246396,-0.109955341
Leucine,1.108467221,1.19757545,1.004753232,1.460432291,0.617901325,0.776667297,1.320988774,1.066975474,0.392065465,1.641976476,2.143333197,0.604740739,0.636487424,1.076322913,1.264495373,0.197592318,1.261430979,2.321317434,0.980176747,1.930222511,1.073448777,1.675259471,1.019283056,0.930070937,1.011265516,2.024802208,0.627227366,-0.194646135,0.325798869,-0.209777161,0.780198514,0.784197867,0.197615132
Deacetoxyvinzolidine,0.533057213,0.14337948,0.589551449,0.588585019,0.63884449,0.265823752,0.651129007,0.764770269,0.930442452,0.419041753,1.039860129,0.448028862,0.198272809,0.332517445,0.466998518,0.027077524,0.758783162,1.106131315,0.877203405,0.775922418,0.343555927,0.699041545,0.815662086,-0.023793951,0.557519674,1.273000956,0.217910334,-0.194864616,0.47904864,0.477037191,0.740736544,0.502408385,-0.180387974
S-Methyl Phosphocysteine,-0.758171022,-0.906001329,-0.782501757,-1.100067735,-0.725660264,-0.581832528,-1.306846499,-0.882764995,-1.372233033,-1.31632328,-1.603346109,-0.767347038,-0.573903561,-0.791606426,-0.730448246,-0.359474003,-0.647756875,-1.595775247,-1.03124094,-1.253401041,-0.855947971,-1.153753281,-1.180776715,-0.845381498,-0.902833581,-1.502241969,-0.54433918,-0.194998369,-0.55921638,-0.589824557,-0.817360759,-0.551622093,-0.472801894
"1-METHYL-5-(2-PHENOXYMETHYL-PYRROLIDINE-1-SULFONYL)-1H-INDOLE-2,3-DIONE",0.153740525,0.006123621,-0.107292041,0.044624649,0.032183189,0.027072147,0.158805341,0.162105232,0.748345971,0.113081627,-0.156062126,0.306497008,-0.076749548,-0.110490859,-0.224330828,0.083290264,-0.250810415,-0.157335564,0.059232756,-0.037626952,-0.106412388,-0.191143423,0.021903992,-0.054629873,-0.107725456,-0.166427419,-0.050568186,-0.195347175,-0.0331599,0.703535199,0.191498175,-0.394898087,-0.016396217
Pretomanid,-0.481437653,0.77775979,-0.053358383,-1.913875341,-1.984830856,-0.52455014,-2.114134312,-1.85985744,-0.138806045,-0.395104825,-2.637202501,0.247915149,-0.533794701,-0.446622521,-2.08409524,0.487867475,-2.304150105,-2.877399921,-2.108997107,-1.337546825,-0.809614122,-1.384512544,-1.643046141,0.480817109,-0.738930583,-3.88491416,-0.330092967,-0.195369989,-0.962311506,0.256761223,-1.668036103,-2.647770405,0.65522939
KB-141,0.544871986,0.363833755,0.513095737,0.442430258,0.492449641,0.221866667,0.557267725,1.022169948,0.885409057,0.395966798,0.933316052,0.315230846,0.307546824,0.347074658,0.626037478,-0.099296771,0.8509413,1.00059092,0.888831437,0.689922571,0.728768706,0.903920591,0.7190575,0.152907968,0.387156308,1.096755981,0.288798034,-0.195961535,0.399837196,0.123931639,0.385449976,0.576447308,0.00522125
"{3-[(5-CHLORO-1,3-BENZOTHIAZOL-2-YL)METHYL]-2,4-DIOXO-3,4-DIHYDROPYRIMIDIN-1(2H)-YL}ACETIC ACID",0.115595102,-0.188705638,0.445015281,0.254912198,0.400650769,0.086821325,0.450500369,0.371241391,0.377377272,0.290875852,0.529203475,0.253153086,-0.066389598,-0.020762186,-0.009885566,0.087034762,0.011505537,0.456981927,0.281519711,0.46553725,-0.077432215,0.053179827,0.209127367,-0.210793465,0.211459622,1.12419343,-0.137723714,-0.196802184,0.311085612,0.432878613,0.416443795,-0.123173572,-0.200092062
CoA-S-acetyl 5-bromotryptamine,0.221123919,-0.249734089,0.0748569,0.727588654,0.56311512,-0.052765127,0.779803634,0.341486305,1.101327658,0.144161835,0.69458437,0.144256026,0.201359466,0.209236696,0.593782187,0.18821311,0.31790939,0.449195743,0.902461052,0.832753062,0.147518516,0.330533385,0.761227071,0.278910816,0.166282281,0.980688035,-0.012199366,-0.196862802,-0.022731036,0.218552768,0.781021178,0.635854959,0.098898575
"[{2-bromo-4-[(2R)-3-oxo-2,3-diphenylpropyl]phenyl}(difluoro)methyl]phosphonic acid",0.441202283,0.284672916,0.721871734,0.206828058,0.080261961,0.331383646,0.362621933,0.641667008,0.159133032,0.365806341,0.938431144,0.07870812,0.14865613,0.119650021,0.284229964,-0.590445459,1.000245094,1.371109843,0.556666851,0.580622315,0.60430795,0.856809199,0.454103619,-0.223386139,0.332866997,1.002112865,0.144226551,-0.197149366,0.846983671,0.053243879,0.24189648,0.378810763,-0.15981856
P-(2'-Iodo-5'-Thenoyl)Hydrotropic Acid,-0.535072982,-0.87092495,-0.460128814,0.950334072,0.457832962,-0.268315285,0.708117366,0.288556546,0.142208338,0.261372954,0.572200537,-0.114402041,-0.413234293,-0.06818036,0.514237702,-0.202328995,-0.180335492,0.88332206,0.274120599,0.457982153,-0.253026277,0.098816067,0.316835374,-0.785119534,0.274709463,1.282161355,-0.081762232,-0.197661906,-0.506793439,0.214049295,0.49583903,0.552461982,-0.644693136
OSI-7904L,0.274663717,0.011114865,0.229366198,0.476056486,0.367543936,0.174249038,0.66672349,0.37262702,0.416590333,0.36628589,0.48297891,0.301836073,0.212773234,0.11388462,0.311843753,0.025123697,0.230745152,0.502729177,0.528368294,0.56873554,0.268086761,0.322532207,0.410104871,0.10636393,0.148488164,0.657538533,0.115537442,-0.198164508,0.299022496,0.528415918,0.515572667,0.201742262,0.102032036
6-bromoindirubin-3'-oxime,0.250193924,0.1426723,0.227577209,0.085951105,0.450061798,-0.01034088,0.388997853,0.60961777,1.067130685,0.168749258,0.69983542,0.238316745,0.176389858,0.028523194,0.222433999,-0.170361355,0.466114461,0.538537979,0.75517714,0.249645263,0.428783923,0.544472933,0.603172064,-0.01220605,0.281935722,0.89319557,0.137972802,-0.198179007,0.23617506,0.236726105,0.251260459,0.357087493,-0.057450369
"(17beta)-17-(cyanomethyl)-2-methoxyestra-1(10),2,4-trien-3-yl sulfamate",-0.267628878,-1.03865695,-0.255127877,-0.82895577,0.041926302,-0.721797824,-0.801004708,-0.154738188,-0.404580504,-0.99493742,-0.586194813,-0.373928457,-0.813977957,-0.677479923,-0.535446644,-0.133331418,-0.371685743,-0.811582029,-0.594287813,-0.600278199,-0.988410056,-1.04378891,-0.87327224,-1.060537577,-0.60666579,0.244150758,-0.73053354,-0.198426485,-0.362452269,-0.497504354,-0.300840974,-0.450894624,-0.852102697
9-deazainosine,0.248994514,0.25044173,0.643012702,0.458270192,0.18869473,0.49291116,0.753230274,0.555415154,0.434237599,0.483905286,0.33625415,0.454474717,0.276932389,0.205282494,0.171286941,-0.008341925,0.134360045,0.677223027,0.307293802,0.446970165,0.478183985,0.34350583,0.36850664,0.155922115,0.164271966,0.590465248,0.173203036,-0.198811933,0.542902887,0.678372622,0.396256566,-0.112615071,0.21978347
"METHYL 1-(4-{[(2,4-DIAMINOPTERIDIN-6-YL)METHYL](METHYL)AMINO}BENZOYL)PIPERIDINE-4-CARBOXYLATE",0.301710933,0.431199133,0.393636435,-0.028733775,-0.037484106,0.669847965,-0.325383067,-0.288365573,-1.976083398,0.063095927,0.569631636,-0.307852149,0.378478944,-0.026759984,0.02338185,-0.377490908,1.086710334,0.355839968,0.343657136,0.409026533,0.511877716,0.432351351,0.41136989,-0.416521817,-0.029223537,-0.036577594,0.026801018,-0.198948622,0.591280341,-0.677761555,0.408290654,0.291641593,-0.628179252
"2-[3-(2-Hydroxy-1,1-Dihydroxymethyl-Ethylamino)-Propylamino]-2-Hydroxymethyl-Propane-1,3-Diol",0.129017428,-0.328992039,0.344140828,0.41959241,0.208317071,-0.005653291,0.625443935,0.494572997,0.342162192,-0.011090335,0.361625969,0.070356406,-0.058390804,-0.04047719,0.352082133,-0.190426528,0.236016631,0.922989726,0.129209831,0.2584849,-0.191294655,-0.060508188,0.039198767,-0.295446545,0.089221977,1.179622769,-0.165041953,-0.198954001,0.525956631,0.387759238,0.507434189,0.173855856,-0.215325817
3-CHLORO-2-(4-HYDROXYPHENYL)-2H-INDAZOL-5-OL,-0.1784807,-0.388203233,-0.227972686,-0.402663261,-0.002412002,-0.145199403,-0.221733868,0.309198022,-0.015860435,-0.229725897,-0.367948949,0.017471559,5.16E-05,-0.420851082,-0.245977595,-0.063898258,-0.392371267,-0.360257566,-0.074720532,-0.287545711,0.27081129,-0.256302059,-0.178313226,-0.197922364,-0.497970402,-0.362039953,-0.218046203,-0.199030742,-0.168484837,0.290017724,-0.321133554,-0.331195265,-0.168288931
Latrunculin B,0.027243074,-0.298289597,0.246853799,0.066484228,-0.205999568,-0.237789303,0.313101918,0.092848346,0.142266214,-0.628906667,-0.07064645,-0.342172354,0.099990875,-0.539274752,0.466444194,-0.758377492,0.424396664,0.761659563,-0.009216527,-0.009393082,-0.210972294,-0.419447869,-0.166886836,-0.421823412,-0.336654454,0.796254337,-0.308671474,-0.199155703,0.876340508,0.233991668,0.366632164,0.210372508,0.147889286
ORE-1001,0.178641275,-0.135037065,-0.371295124,-0.285043925,-0.05596941,-0.182735607,-0.388951898,-0.394805014,-0.472708493,-0.304950893,-0.235445023,-0.147956103,-0.071481973,-0.255959302,-0.300690711,-0.083022028,0.116463028,-0.322036028,-0.146426544,-0.218361363,-0.431833565,-0.385485917,-0.25166136,-0.309515744,-0.301995277,-0.537204981,-0.273295164,-0.199268758,0.001424648,0.394285411,0.193498641,-0.087756313,-0.27018711
"3-(HYDROXYMETHYL)-1-METHYL-5-(2-METHYLAZIRIDIN-1-YL)-2-PHENYL-1H-INDOLE-4,7-DIONE",0.304248661,-0.06006201,0.576756954,0.394492984,0.531453669,0.064541653,0.54202491,0.526559055,0.882856846,-0.036411248,0.578814685,0.236585423,0.093970068,0.191843376,0.453574926,0.209006801,0.296839654,0.383296311,0.656202018,0.486619174,0.057536472,0.176141977,0.565977335,0.05415174,0.245901451,1.36601615,-0.017321322,-0.199357063,0.211005181,-0.022511123,0.645761013,0.395248204,-0.081391051
Latrunculin A,-1.243822932,-1.372798085,-0.94195503,-0.354180723,-1.012598395,-1.101002216,-0.44947654,-0.816521823,0.918131948,-1.192547798,-1.264061213,-0.956429899,-1.067308307,-0.845856845,-0.384929389,-0.62149471,-1.384163857,-0.513367355,-0.781178594,-0.945777416,-1.384399891,-1.309950709,-0.970243514,-0.393403232,-0.810205102,-0.083509967,-0.925176203,-0.199499294,-0.550103366,-0.546180546,-0.463352889,-0.492875725,-0.090951316
